order_id,delivery_partner_id,promised_time,actual_time,delivery_time_minutes,distance_km,delivery_status,reasons_if_delayed
6180765810,60149,05-06-2024 08:55,05-06-2024 08:56,1,1.7,On Time,Traffic
9589161545,39718,11-01-2023 06:02,11-01-2023 06:04,2,3.71,On Time,Traffic
2519966793,41696,31-01-2024 23:07,31-01-2024 23:16,9,4.99,Slightly Delayed,Traffic
3418979373,85353,03-10-2023 10:59,03-10-2023 10:54,-5,3.79,On Time,
7648818384,37988,27-07-2025 15:46,27-07-2025 15:41,-5,4.05,On Time,
4177461852,21079,30-09-2023 12:40,30-09-2023 12:37,-3,4.06,On Time,
3721910663,83788,13-09-2023 17:55,13-09-2023 17:50,-5,3.27,On Time,
2538525795,80896,15-11-2024 18:18,15-11-2024 18:19,1,3.93,On Time,Traffic
5562303116,95147,17-07-2025 12:51,17-07-2025 13:00,9,3.68,Slightly Delayed,Traffic
7474548449,82069,13-01-2023 20:01,13-01-2023 20:08,7,1.28,Slightly Delayed,Traffic
8639066878,71393,22-10-2023 23:53,22-10-2023 23:57,4,0.73,On Time,Traffic
7517877353,68909,17-10-2024 07:53,17-10-2024 07:49,-4,4.44,On Time,
8774077680,35676,05-02-2025 07:46,05-02-2025 07:45,-1,0.95,On Time,
885101186,46659,23-03-2024 02:13,23-03-2024 02:15,2,3.86,On Time,Traffic
1062528706,84382,05-11-2025 02:27,05-11-2025 02:26,-1,2.57,On Time,
4644042437,38550,13-09-2023 02:24,13-09-2023 02:21,-3,2.52,On Time,
6964194198,29674,12-05-2024 19:12,12-05-2024 19:16,4,3.47,On Time,Traffic
7618989340,93116,05-09-2025 07:50,05-09-2025 07:46,-4,3.65,On Time,
6288031049,77378,20-07-2023 05:25,20-07-2023 05:30,5,1.88,On Time,Traffic
8561066143,52490,19-02-2023 12:44,19-02-2023 13:00,16,3.59,Significantly Delayed,Traffic
3348313267,25805,31-10-2023 14:09,31-10-2023 14:19,10,2.23,Slightly Delayed,Traffic
5552310441,19715,27-06-2024 07:57,27-06-2024 07:59,2,1.53,On Time,Traffic
1152211319,26523,12-08-2024 19:59,12-08-2024 19:59,0,3.65,On Time,
8853938342,27159,18-04-2025 12:25,18-04-2025 12:28,3,3.36,On Time,Traffic
5032447918,95266,26-12-2024 04:23,26-12-2024 04:20,-3,3.91,On Time,
5141035383,45277,23-01-2025 05:27,23-01-2025 05:32,5,2.46,On Time,Traffic
8920013837,1030,29-12-2025 17:16,29-12-2025 17:26,10,0.82,Slightly Delayed,Traffic
6638445952,94106,08-04-2023 17:43,08-04-2023 17:44,1,0.92,On Time,Traffic
3701768937,80909,22-10-2025 19:08,22-10-2025 19:29,21,4.99,Significantly Delayed,Traffic
2061611338,15779,28-11-2023 17:38,28-11-2023 17:40,2,4.99,On Time,Traffic
4497436270,50486,31-05-2025 04:00,31-05-2025 04:29,29,3.27,Significantly Delayed,Traffic
7987270945,23855,12-11-2024 18:39,12-11-2024 19:07,28,2.15,Significantly Delayed,Traffic
553535310,11874,07-03-2025 01:05,07-03-2025 01:06,1,2.63,On Time,Traffic
4743240436,16225,16-03-2024 17:24,16-03-2024 17:25,1,0.93,On Time,Traffic
5966127015,53465,18-02-2025 05:12,18-02-2025 05:32,20,3.67,Significantly Delayed,Traffic
2977063728,17191,16-12-2023 23:12,16-12-2023 23:12,0,1.8,On Time,
3979221366,70019,18-01-2025 02:48,18-01-2025 02:45,-3,3.76,On Time,
9208999208,97445,07-08-2024 21:41,07-08-2024 21:45,4,4.76,On Time,Traffic
5177683240,14459,31-10-2025 16:45,31-10-2025 17:00,15,3.17,Slightly Delayed,Traffic
2912599884,62063,19-05-2023 06:51,19-05-2023 06:48,-3,0.82,On Time,
3576761864,60375,14-05-2024 16:40,14-05-2024 16:35,-5,2.71,On Time,
9141097544,67908,08-02-2025 21:01,08-02-2025 21:02,1,3.91,On Time,Traffic
5867950297,74671,19-07-2024 16:22,19-07-2024 16:18,-4,3.34,On Time,
9406193052,54085,02-09-2024 08:28,02-09-2024 08:27,-1,1.91,On Time,
2445308651,38228,05-12-2023 09:59,05-12-2023 09:55,-4,2.82,On Time,
5677575590,67002,04-09-2025 19:02,04-09-2025 19:01,-1,2.13,On Time,
8054118825,60751,04-04-2024 00:48,04-04-2024 00:44,-4,2.71,On Time,
1572656056,30815,05-01-2024 17:52,05-01-2024 17:52,0,1.29,On Time,
4195380018,75869,04-07-2025 23:47,04-07-2025 23:58,11,2.41,Slightly Delayed,Traffic
8886211745,14364,23-07-2025 22:58,23-07-2025 23:11,13,1.22,Slightly Delayed,Traffic
8545184657,31166,31-03-2024 20:32,31-03-2024 20:37,5,3.34,On Time,Traffic
5939618171,7910,27-05-2023 19:40,27-05-2023 19:36,-4,1.88,On Time,
8885122700,42867,20-11-2024 13:23,20-11-2024 13:47,24,1.47,Significantly Delayed,Traffic
8763146934,59240,27-09-2024 20:41,27-09-2024 20:46,5,0.9,On Time,Traffic
3468949733,41173,15-10-2023 00:54,15-10-2023 01:03,9,2.92,Slightly Delayed,Traffic
2468552391,53656,13-11-2025 19:36,13-11-2025 19:56,20,0.54,Significantly Delayed,Traffic
5383737366,70625,26-03-2025 20:47,26-03-2025 21:02,15,3.36,Slightly Delayed,Traffic
2234568140,60576,22-12-2025 09:04,22-12-2025 09:15,11,3.18,Slightly Delayed,Traffic
8477792484,88475,22-06-2023 00:40,22-06-2023 00:50,10,4.19,Slightly Delayed,Traffic
2936683776,97772,15-08-2023 13:00,15-08-2023 13:04,4,3,On Time,Traffic
5274495206,96477,17-11-2023 18:59,17-11-2023 19:10,11,1.19,Slightly Delayed,Traffic
3642194515,81415,28-07-2024 09:10,28-07-2024 09:19,9,2.86,Slightly Delayed,Traffic
5088460032,90726,06-05-2024 22:02,06-05-2024 22:02,0,1.91,On Time,
8582664163,95762,03-04-2024 06:54,03-04-2024 07:03,9,1.18,Slightly Delayed,Traffic
3131249667,38448,06-10-2025 12:53,06-10-2025 12:48,-5,4.78,On Time,
7826610619,56644,22-04-2023 11:07,22-04-2023 11:03,-4,3.52,On Time,
8615409593,83905,14-01-2024 08:35,14-01-2024 08:42,7,2.94,Slightly Delayed,Traffic
4206978754,97203,14-07-2024 01:06,14-07-2024 01:17,11,2.1,Slightly Delayed,Traffic
3443727993,56038,01-09-2024 00:11,01-09-2024 00:10,-1,1.31,On Time,
599876514,49586,22-03-2024 22:37,22-03-2024 22:38,1,3.39,On Time,Traffic
3506266418,76926,25-03-2023 15:34,25-03-2023 15:36,2,3.71,On Time,Traffic
872335583,59443,09-04-2025 17:37,09-04-2025 17:43,6,2.98,Slightly Delayed,Traffic
6743229661,36807,13-10-2025 18:26,13-10-2025 18:29,3,4.33,On Time,Traffic
177859371,74322,04-10-2025 00:38,04-10-2025 00:36,-2,3.69,On Time,
1793023429,10350,23-04-2025 04:54,23-04-2025 04:49,-5,2.01,On Time,
3860118853,6402,19-10-2023 08:10,19-10-2023 08:19,9,2.14,Slightly Delayed,Traffic
2835063864,35369,01-06-2023 20:14,01-06-2023 20:14,0,2.53,On Time,
3890421930,75731,19-10-2024 03:32,19-10-2024 03:37,5,4.06,On Time,Traffic
8588809026,34320,07-12-2024 03:34,07-12-2024 03:37,3,1.45,On Time,Traffic
3254077500,4289,15-01-2023 20:54,15-01-2023 20:59,5,2.2,On Time,Traffic
4059538488,8748,29-10-2023 18:38,29-10-2023 18:44,6,4.2,Slightly Delayed,Traffic
9967553115,20731,12-06-2025 22:57,12-06-2025 22:52,-5,4.5,On Time,
7992360975,80261,30-04-2024 11:42,30-04-2024 11:38,-4,0.7,On Time,
8999121127,36845,02-09-2025 00:04,02-09-2025 00:00,-4,3.78,On Time,
6691735393,19348,02-07-2023 18:23,02-07-2023 18:23,0,3.19,On Time,
9676748923,34535,14-09-2023 05:52,14-09-2023 05:57,5,4.9,On Time,Traffic
7298589630,84993,16-05-2025 06:54,16-05-2025 06:51,-3,2.65,On Time,
2579785260,23440,02-08-2024 23:57,02-08-2024 23:55,-2,0.91,On Time,
5814117868,92559,13-12-2025 09:08,13-12-2025 09:09,1,4.28,On Time,Traffic
3215968803,45564,23-03-2025 16:04,23-03-2025 16:07,3,1.3,On Time,Traffic
1116907724,24517,23-06-2025 12:08,23-06-2025 12:08,0,4.76,On Time,
4854753701,62713,14-02-2025 22:53,14-02-2025 23:05,12,1.73,Slightly Delayed,Traffic
38446907,45080,24-02-2024 07:18,24-02-2024 07:16,-2,2.14,On Time,
3698396375,21793,04-03-2025 04:48,04-03-2025 05:10,22,3.83,Significantly Delayed,Traffic
7429162695,60071,18-03-2024 02:10,18-03-2024 02:21,11,1.49,Slightly Delayed,Traffic
5047216569,59039,22-10-2024 01:50,22-10-2024 01:57,7,4.69,Slightly Delayed,Traffic
2842859249,40974,05-04-2024 05:42,05-04-2024 05:45,3,3.16,On Time,Traffic
4832317688,6213,20-11-2023 12:25,20-11-2023 12:36,11,2.7,Slightly Delayed,Traffic
1567575090,55854,12-06-2025 23:43,12-06-2025 23:40,-3,0.73,On Time,
455753276,42629,29-10-2024 00:55,29-10-2024 00:56,1,4.24,On Time,Traffic
3693511202,15329,20-09-2023 04:25,20-09-2023 04:26,1,4.84,On Time,Traffic
3928535576,6223,14-01-2023 12:26,14-01-2023 12:29,3,3.91,On Time,Traffic
4779899826,80966,25-06-2024 21:56,25-06-2024 21:53,-3,2.02,On Time,
6261044597,26354,14-09-2025 03:30,14-09-2025 03:45,15,4.27,Slightly Delayed,Traffic
8708549406,79229,02-03-2023 23:20,02-03-2023 23:30,10,2.45,Slightly Delayed,Traffic
5349450633,93465,31-07-2023 18:02,31-07-2023 18:07,5,3.11,On Time,Traffic
8434102258,82522,02-08-2025 03:02,02-08-2025 03:00,-2,1.37,On Time,
2042129513,17942,13-10-2025 22:11,13-10-2025 22:16,5,4.26,On Time,Traffic
5422730936,86696,02-05-2025 22:53,02-05-2025 23:00,7,0.88,Slightly Delayed,Traffic
1662428268,52331,01-07-2023 18:21,01-07-2023 18:16,-5,3.92,On Time,
7050682135,3388,10-05-2025 04:34,10-05-2025 04:30,-4,4.69,On Time,
8281617203,43048,30-06-2025 20:51,30-06-2025 20:54,3,2.46,On Time,Traffic
9373397572,81742,29-06-2023 19:11,29-06-2023 19:25,14,4.92,Slightly Delayed,Traffic
4645224922,47471,09-02-2023 08:30,09-02-2023 08:35,5,3.6,On Time,Traffic
7389785528,33292,03-03-2025 05:10,03-03-2025 05:13,3,4.62,On Time,Traffic
5274947162,80799,13-09-2023 08:29,13-09-2023 08:34,5,0.66,On Time,Traffic
2222715119,97691,25-07-2023 08:46,25-07-2023 08:45,-1,4.03,On Time,
8268252652,99281,30-10-2023 10:35,30-10-2023 10:58,23,1.66,Significantly Delayed,Traffic
7559291767,74523,29-03-2025 17:01,29-03-2025 17:02,1,1.91,On Time,Traffic
5035847848,61596,09-04-2024 13:54,09-04-2024 13:59,5,3.01,On Time,Traffic
1794569849,4949,30-05-2025 12:58,30-05-2025 12:53,-5,1.99,On Time,
5526527147,704,27-10-2025 07:53,27-10-2025 08:04,11,4.58,Slightly Delayed,Traffic
1758262485,77709,24-03-2024 08:33,24-03-2024 09:00,27,3.38,Significantly Delayed,Traffic
4552438867,37832,09-11-2025 04:39,09-11-2025 04:44,5,3.82,On Time,Traffic
7112751070,91002,30-09-2024 08:14,30-09-2024 08:17,3,2.19,On Time,Traffic
8565680088,67363,28-04-2024 11:52,28-04-2024 12:09,17,4.63,Significantly Delayed,Traffic
1420317309,26007,08-06-2023 03:45,08-06-2023 04:13,28,2.3,Significantly Delayed,Traffic
9988807652,16297,13-06-2025 08:29,13-06-2025 08:24,-5,1.6,On Time,
5217393074,74842,20-01-2024 19:13,20-01-2024 19:27,14,2.99,Slightly Delayed,Traffic
6223237347,39146,23-10-2025 01:25,23-10-2025 01:40,15,2.18,Slightly Delayed,Traffic
7150450659,35501,01-01-2023 15:27,01-01-2023 15:22,-5,1.52,On Time,
1034483520,69492,13-03-2025 09:21,13-03-2025 09:22,1,1.52,On Time,Traffic
3456745065,53110,19-08-2025 18:40,19-08-2025 18:37,-3,4.61,On Time,
2590002573,86996,30-03-2024 14:10,30-03-2024 14:30,20,4.56,Significantly Delayed,Traffic
1853064413,34785,11-12-2025 05:42,11-12-2025 05:39,-3,0.75,On Time,
1248815473,11707,06-08-2025 20:39,06-08-2025 20:43,4,1.85,On Time,Traffic
6843740479,14830,01-01-2023 15:15,01-01-2023 15:16,1,3.8,On Time,Traffic
1058822659,75354,18-06-2024 02:14,18-06-2024 02:10,-4,4.03,On Time,
1005056155,74839,21-06-2024 08:37,21-06-2024 08:37,0,2.49,On Time,
9029859429,48745,14-04-2025 18:54,14-04-2025 18:52,-2,0.95,On Time,
4575468693,84864,25-02-2025 17:34,25-02-2025 17:34,0,1.46,On Time,
7012035232,77294,19-07-2025 17:33,19-07-2025 17:54,21,3.12,Significantly Delayed,Traffic
2530658877,61044,20-12-2024 03:20,20-12-2024 03:15,-5,3.51,On Time,
8068883315,2620,10-07-2023 05:26,10-07-2023 05:22,-4,3.87,On Time,
3425738363,44381,11-09-2025 03:18,11-09-2025 03:21,3,1.5,On Time,Traffic
9496825137,6504,01-11-2025 07:32,01-11-2025 07:54,22,4.69,Significantly Delayed,Traffic
8429778921,64909,06-03-2023 22:21,06-03-2023 22:22,1,2.51,On Time,Traffic
6641931471,87150,08-04-2023 08:45,08-04-2023 08:46,1,4.73,On Time,Traffic
6753779015,41523,01-09-2024 04:41,01-09-2024 04:38,-3,2.96,On Time,
4741887170,35843,09-09-2025 05:56,09-09-2025 06:01,5,3.96,On Time,Traffic
439756162,25140,20-12-2023 18:37,20-12-2023 18:36,-1,4.25,On Time,
1468083136,5270,28-11-2024 16:37,28-11-2024 16:41,4,3.6,On Time,Traffic
8095716541,91367,07-06-2024 18:31,07-06-2024 18:29,-2,2.18,On Time,
6364969342,48437,21-05-2023 02:44,21-05-2023 02:47,3,1.35,On Time,Traffic
9581389876,88508,26-10-2023 15:48,26-10-2023 15:51,3,3.14,On Time,Traffic
9802428321,86034,26-02-2023 15:29,26-02-2023 15:34,5,1.43,On Time,Traffic
4469452632,34744,29-04-2023 22:10,29-04-2023 22:06,-4,1.51,On Time,
4768104517,53742,22-04-2023 12:02,22-04-2023 11:59,-3,0.66,On Time,
5701084157,37122,13-06-2023 14:23,13-06-2023 14:19,-4,3.34,On Time,
7960740844,1641,31-05-2025 15:04,31-05-2025 15:18,14,1.57,Slightly Delayed,Traffic
2130377081,81279,25-11-2024 04:22,25-11-2024 04:33,11,1.04,Slightly Delayed,Traffic
1019338321,65255,20-09-2024 15:53,20-09-2024 15:48,-5,2.76,On Time,
2133960694,4939,20-07-2024 01:44,20-07-2024 01:48,4,1.8,On Time,Traffic
8759449666,5251,29-04-2024 19:04,29-04-2024 19:09,5,3.02,On Time,Traffic
5853215902,69838,30-11-2025 16:36,30-11-2025 16:34,-2,3.21,On Time,
6957534347,71034,06-06-2024 01:56,06-06-2024 01:59,3,1.59,On Time,Traffic
1323404085,36230,15-07-2024 00:07,15-07-2024 00:10,3,4.22,On Time,Traffic
5935568386,84118,07-10-2025 11:22,07-10-2025 11:19,-3,3.57,On Time,
1921958015,87959,26-03-2024 06:18,26-03-2024 06:22,4,2.75,On Time,Traffic
3635911200,41989,06-07-2024 13:35,06-07-2024 13:34,-1,2.74,On Time,
9293370349,12503,10-09-2025 21:04,10-09-2025 21:28,24,3.84,Significantly Delayed,Traffic
8463408941,84282,17-06-2023 15:42,17-06-2023 15:41,-1,4.83,On Time,
3452011758,45535,17-10-2024 07:19,17-10-2024 07:33,14,3.3,Slightly Delayed,Traffic
3918332226,30612,14-08-2025 14:23,14-08-2025 14:26,3,3.97,On Time,Traffic
3553332125,58774,02-03-2023 18:13,02-03-2023 18:10,-3,4.11,On Time,
8920073306,15358,07-08-2024 16:30,07-08-2024 16:35,5,3.72,On Time,Traffic
5007057721,68383,19-08-2024 02:38,19-08-2024 02:52,14,3.18,Slightly Delayed,Traffic
9122788675,39749,22-03-2024 02:52,22-03-2024 02:53,1,1.22,On Time,Traffic
7945337069,70715,02-08-2024 05:17,02-08-2024 05:16,-1,3.25,On Time,
4838735049,68409,21-06-2023 02:58,21-06-2023 02:56,-2,2.22,On Time,
5233986869,48024,08-05-2023 03:50,08-05-2023 03:50,0,0.6,On Time,
7837990279,12598,18-05-2025 09:39,18-05-2025 09:34,-5,3.82,On Time,
4924295991,23604,03-07-2023 05:55,03-07-2023 05:59,4,4.14,On Time,Traffic
9333487555,17977,23-08-2024 04:50,23-08-2024 05:05,15,0.8,Slightly Delayed,Traffic
719104750,28139,28-05-2024 18:29,28-05-2024 18:32,3,2.25,On Time,Traffic
503338693,85381,02-07-2024 13:21,02-07-2024 13:32,11,2.25,Slightly Delayed,Traffic
1440718682,72197,05-12-2023 15:49,05-12-2023 16:11,22,4.57,Significantly Delayed,Traffic
6269665443,2281,31-08-2024 09:14,31-08-2024 09:09,-5,2.71,On Time,
2480748651,57201,14-11-2023 01:33,14-11-2023 01:31,-2,3.55,On Time,
381513842,99722,09-06-2023 03:12,09-06-2023 03:16,4,1.8,On Time,Traffic
6086215249,20008,15-07-2024 12:40,15-07-2024 12:43,3,3.63,On Time,Traffic
8326027445,39000,28-03-2025 20:20,28-03-2025 20:19,-1,3.27,On Time,
702905183,69476,23-09-2025 12:50,23-09-2025 13:02,12,1.29,Slightly Delayed,Traffic
9604492420,90973,24-03-2023 15:37,24-03-2023 15:35,-2,2.22,On Time,
1812112141,3550,25-09-2025 16:45,25-09-2025 16:46,1,2.61,On Time,Traffic
9468062064,69615,29-11-2025 19:38,29-11-2025 19:34,-4,2.96,On Time,
3201270002,72124,25-03-2023 02:13,25-03-2023 02:10,-3,4.38,On Time,
5647644441,11613,13-01-2025 18:37,13-01-2025 18:36,-1,4.22,On Time,
2869124920,42730,21-08-2023 03:23,21-08-2023 03:41,18,1.35,Significantly Delayed,Traffic
7444630605,60045,16-02-2025 11:22,16-02-2025 11:32,10,1.43,Slightly Delayed,Traffic
9796783491,12307,22-08-2024 17:35,22-08-2024 17:38,3,2.81,On Time,Traffic
206586522,83294,30-07-2025 00:53,30-07-2025 00:58,5,1.36,On Time,Traffic
4291901852,39799,05-07-2023 08:05,05-07-2023 08:09,4,0.95,On Time,Traffic
5605350012,69565,28-04-2025 00:58,28-04-2025 00:57,-1,4.32,On Time,
5288236756,80426,20-07-2023 19:40,20-07-2023 20:03,23,3.23,Significantly Delayed,Traffic
226492842,39131,09-08-2023 13:46,09-08-2023 13:41,-5,3.86,On Time,
5902941610,58299,28-05-2023 16:43,28-05-2023 16:44,1,2.84,On Time,Traffic
7255882083,16588,02-03-2023 12:56,02-03-2023 12:58,2,2.04,On Time,Traffic
216221777,70325,01-03-2024 12:59,01-03-2024 13:00,1,0.58,On Time,Traffic
3606881370,41646,06-02-2024 08:21,06-02-2024 08:26,5,2.84,On Time,Traffic
9975783209,52928,19-02-2024 01:30,19-02-2024 01:29,-1,3.83,On Time,
4753826244,83974,23-06-2024 15:58,23-06-2024 16:17,19,4.44,Significantly Delayed,Traffic
6360329799,65383,30-12-2023 04:34,30-12-2023 04:52,18,4.2,Significantly Delayed,Traffic
4604618206,1962,21-07-2024 16:51,21-07-2024 17:12,21,0.83,Significantly Delayed,Traffic
7650796162,96401,14-06-2025 15:31,14-06-2025 15:41,10,1.8,Slightly Delayed,Traffic
7177804335,86437,14-08-2024 23:44,14-08-2024 23:42,-2,2.21,On Time,
4906363539,52021,27-05-2025 21:47,27-05-2025 21:52,5,4.92,On Time,Traffic
661064247,82038,01-10-2023 08:28,01-10-2023 08:25,-3,1.64,On Time,
3495640091,1289,23-11-2023 18:42,23-11-2023 18:47,5,2.67,On Time,Traffic
4412687635,59017,01-04-2024 19:14,01-04-2024 19:14,0,4.4,On Time,
6833571332,62365,16-03-2023 15:31,16-03-2023 15:34,3,4.5,On Time,Traffic
6848818844,18674,12-03-2023 20:16,12-03-2023 20:17,1,3.35,On Time,Traffic
1441838268,45757,17-10-2025 08:17,17-10-2025 08:17,0,2.28,On Time,
5868898653,46783,24-02-2025 13:58,24-02-2025 13:58,0,2.6,On Time,
2440156312,54662,10-03-2025 02:32,10-03-2025 02:40,8,2.47,Slightly Delayed,Traffic
5662144532,17337,31-10-2025 06:19,31-10-2025 06:41,22,1.25,Significantly Delayed,Traffic
5994951329,39909,09-09-2025 04:37,09-09-2025 04:34,-3,1.61,On Time,
673231029,71942,04-08-2024 23:56,04-08-2024 23:59,3,2.97,On Time,Traffic
3914478476,42794,25-10-2024 04:11,25-10-2024 04:17,6,0.94,Slightly Delayed,Traffic
7269687583,26846,01-03-2024 10:36,01-03-2024 10:39,3,2.16,On Time,Traffic
4153698419,40349,23-08-2025 15:49,23-08-2025 16:03,14,3.96,Slightly Delayed,Traffic
7670599479,55676,16-05-2025 06:16,16-05-2025 06:20,4,0.57,On Time,Traffic
6087589071,22760,31-08-2023 01:31,31-08-2023 01:26,-5,2.22,On Time,
5756455798,55725,30-03-2024 04:37,30-03-2024 04:42,5,2.73,On Time,Traffic
1474114599,64865,14-12-2023 11:25,14-12-2023 11:26,1,4.42,On Time,Traffic
4812682716,92462,09-09-2023 23:40,09-09-2023 23:38,-2,4.67,On Time,
5564917908,99747,25-01-2023 01:28,25-01-2023 01:34,6,2.39,Slightly Delayed,Traffic
462562177,40688,24-01-2024 07:37,24-01-2024 07:33,-4,0.71,On Time,
7946747774,51984,30-04-2025 06:41,30-04-2025 06:59,18,0.82,Significantly Delayed,Traffic
865554748,51821,11-03-2025 16:51,11-03-2025 16:51,0,3.41,On Time,
9029947562,21973,20-08-2025 13:17,20-08-2025 13:29,12,2.44,Slightly Delayed,Traffic
6925134357,18578,17-09-2023 19:53,17-09-2023 19:49,-4,1.78,On Time,
8597030257,14711,03-04-2023 17:10,03-04-2023 17:21,11,3.3,Slightly Delayed,Traffic
4627588135,1399,15-09-2023 15:03,15-09-2023 14:58,-5,4.8,On Time,
7666630343,98885,12-09-2023 14:37,12-09-2023 14:36,-1,1.06,On Time,
8129337292,52382,11-02-2023 04:50,11-02-2023 05:17,27,4.36,Significantly Delayed,Traffic
4102403773,7505,05-10-2023 03:27,05-10-2023 03:25,-2,1.09,On Time,
9724989289,97717,30-11-2023 05:08,30-11-2023 05:09,1,4.82,On Time,Traffic
4568817692,5949,06-03-2023 22:05,06-03-2023 22:04,-1,4.99,On Time,
4458130690,16325,25-12-2023 05:50,25-12-2023 05:59,9,2.36,Slightly Delayed,Traffic
8576522363,343,23-03-2025 02:06,23-03-2025 02:01,-5,4.67,On Time,
601521597,10937,14-06-2023 15:09,14-06-2023 15:07,-2,4.4,On Time,
8044847571,23457,01-08-2024 10:04,01-08-2024 09:59,-5,3.81,On Time,
8774804622,50921,02-03-2024 04:30,02-03-2024 04:29,-1,2.24,On Time,
671915511,26676,23-07-2023 16:28,23-07-2023 16:26,-2,4.54,On Time,
2930201621,74263,11-10-2025 14:59,11-10-2025 15:04,5,4.79,On Time,Traffic
9320981101,83386,19-10-2023 06:09,19-10-2023 06:08,-1,1.21,On Time,
9123514001,50503,14-12-2023 23:29,14-12-2023 23:37,8,2.15,Slightly Delayed,Traffic
4052989989,88177,28-10-2025 03:28,28-10-2025 03:25,-3,1.23,On Time,
2976701331,61692,02-12-2024 18:11,02-12-2024 18:09,-2,4.99,On Time,
2849366435,94361,25-09-2023 19:54,25-09-2023 19:58,4,2.53,On Time,Traffic
2395984621,60852,02-04-2024 07:27,02-04-2024 07:24,-3,4.93,On Time,
743306265,47720,06-12-2025 16:27,06-12-2025 16:27,0,4.92,On Time,
2615448120,14928,23-04-2025 09:31,23-04-2025 09:30,-1,1.58,On Time,
451037822,70238,19-09-2024 18:16,19-09-2024 18:29,13,3.47,Slightly Delayed,Traffic
360916933,60161,07-03-2023 12:47,07-03-2023 12:48,1,3.73,On Time,Traffic
9664647885,79259,29-03-2023 18:38,29-03-2023 18:38,0,1.91,On Time,
1657610162,68401,30-04-2023 21:28,30-04-2023 21:24,-4,2.44,On Time,
3729690087,92668,19-04-2023 01:30,19-04-2023 01:28,-2,3.92,On Time,
7049731846,90362,25-04-2024 02:48,25-04-2024 03:04,16,3.69,Significantly Delayed,Traffic
6093444214,38855,07-11-2023 01:48,07-11-2023 01:47,-1,1.06,On Time,
5085922964,28104,02-10-2025 04:20,02-10-2025 04:15,-5,4.12,On Time,
6516243849,96358,02-03-2024 07:46,02-03-2024 07:47,1,3.52,On Time,Traffic
826756139,6048,17-06-2024 22:55,17-06-2024 22:56,1,2.54,On Time,Traffic
3562785320,88868,04-10-2025 23:24,04-10-2025 23:21,-3,1.23,On Time,
2477162962,64245,18-07-2025 15:05,18-07-2025 15:10,5,0.77,On Time,Traffic
6393838822,93055,11-10-2025 11:32,11-10-2025 11:32,0,2.07,On Time,
9083825766,1194,10-08-2024 18:59,10-08-2024 18:56,-3,3.8,On Time,
7705425748,7837,11-12-2023 02:20,11-12-2023 02:33,13,3.85,Slightly Delayed,Traffic
6159146313,10960,13-10-2023 17:35,13-10-2023 17:58,23,3.27,Significantly Delayed,Traffic
9819863884,82453,03-08-2025 19:06,03-08-2025 19:05,-1,1.89,On Time,
1222168216,31011,23-02-2024 21:31,23-02-2024 21:36,5,4.25,On Time,Traffic
9212797061,93848,11-05-2025 05:27,11-05-2025 05:42,15,1.97,Slightly Delayed,Traffic
5945038654,24135,25-12-2024 09:27,25-12-2024 09:25,-2,2.57,On Time,
4051608485,48212,08-07-2024 19:35,08-07-2024 19:53,18,4.46,Significantly Delayed,Traffic
4297232726,12057,14-08-2024 14:23,14-08-2024 14:38,15,3.92,Slightly Delayed,Traffic
2922263336,1642,23-07-2023 03:20,23-07-2023 03:25,5,1.81,On Time,Traffic
7944954358,35674,18-09-2024 20:56,18-09-2024 20:51,-5,2.29,On Time,
2693976415,10395,12-05-2023 22:24,12-05-2023 22:26,2,2.76,On Time,Traffic
3032955022,51997,21-02-2025 21:45,21-02-2025 21:45,0,1.83,On Time,
745613384,51801,06-01-2025 02:49,06-01-2025 02:48,-1,1.97,On Time,
1416004165,16128,05-07-2024 09:50,05-07-2024 10:18,28,3.53,Significantly Delayed,Traffic
69143950,86369,18-10-2025 17:08,18-10-2025 17:04,-4,1.64,On Time,
4756000569,99925,26-11-2025 16:39,26-11-2025 16:53,14,3.07,Slightly Delayed,Traffic
3745565292,2687,30-06-2025 09:05,30-06-2025 09:02,-3,2.42,On Time,
2817619462,74401,23-02-2023 06:15,23-02-2023 06:45,30,0.82,Significantly Delayed,Traffic
7395590333,97078,16-04-2025 00:19,16-04-2025 00:18,-1,1.16,On Time,
3426016535,7421,25-11-2025 08:15,25-11-2025 08:39,24,3.19,Significantly Delayed,Traffic
9746993253,80668,01-08-2024 01:35,01-08-2024 01:31,-4,3.93,On Time,
7284603890,94850,02-02-2024 11:04,02-02-2024 11:05,1,3.33,On Time,Traffic
2573091497,37678,10-05-2024 17:46,10-05-2024 17:50,4,3.4,On Time,Traffic
4741066164,4838,01-07-2023 10:43,01-07-2023 10:45,2,4.93,On Time,Traffic
9254432150,17930,07-07-2025 01:34,07-07-2025 01:29,-5,1.31,On Time,
5068845488,17924,13-09-2023 22:00,13-09-2023 21:59,-1,1.94,On Time,
4483261020,39467,06-05-2025 03:45,06-05-2025 03:49,4,4.16,On Time,Traffic
7192419802,28890,27-10-2024 23:58,27-10-2024 23:57,-1,2.9,On Time,
4059308425,63052,21-06-2024 04:30,21-06-2024 04:27,-3,4.84,On Time,
7244181023,40590,12-03-2023 03:45,12-03-2023 04:08,23,3.9,Significantly Delayed,Traffic
7944841030,98287,09-07-2023 19:11,09-07-2023 19:13,2,2.38,On Time,Traffic
46071029,31427,02-10-2024 11:57,02-10-2024 11:53,-4,4.76,On Time,
